titel,aktualitaet,preis,land,versand,link
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Domingo Esteso 1921 - klassische Meistergitarre - extrem guter Klang + Video!,Gebraucht |,"CHF 17.980,70",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226059626283?_skw=gitarre&itmmeta=01K7XRNBWANFKPVBR9SP28MWER&hash=item34a234272b:g:1lgAAOSwZd1l~t4Z&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eyikCPZnHej14JCN7ax6Ev4k%2FNppKuFrPvILUlRp5BBtXnFaxsBB981JR9AYFbLoD8eTP59xYRu9GrDRugh7GhA4lD54V0G8hyOnO6whMv39e5QmHv5hi%2BCccfAjxz%2BKrQzflrGJoDDipFpY0STH%2B4wE7E%2FhLh%2BgH6m%2F9t%2B96sIyI4%2BmuQkAviXKTSRBlItXsQpidtPdpJgkttF0K%2ByLq0PPS6M7EYTRtyld6aSiaCgyvZEea1FuDPUz3GIxAswS4%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"SCL70 Klassische Gitarre mit Fichtendecke, Schwarz",Brandneu |,"CHF 116,70",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/224934334412?_skw=gitarre&itmmeta=01K7XRNBWAY7XSK6P652HHJ0J6&hash=item345f218fcc:g:hSsAAeSwkldo75zc&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1flxrOCLj2bxAD3PvlrosUec4hWuAWyAvdOlG6ZKfzLCTNi7ALnQVnFTQJGDYCvMgZTSSJ2Qc0%2FexsjxtNtCEowEjIx%2F8GYuhJs9SrnusgbysD7lCLBlbuhHIuk3%2BM%2F8DK7P9xEdkaJ686rYX8rtddB5JWt93d7ybM9w238KsmaWcVSXrBxZcK7D%2BbMHjDVrLv1I671b%2Fd24RMmQMVF4Iz2W0bhHLBawzk7%2FXQF%2FW%2BX6nHF8qOZadReKegL88iDsN8HU8PVNag6PZ2g1BIaOLRIVBJif6wygUkstCRNDlHJNQ%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
LA MANCHA Granito 32 NT Konzert-Gitarre 4/4,Brandneu |,"CHF 147,01",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/303564934837?_skw=gitarre&itmmeta=01K7XRNBWATEG3MRK7BSG8ZQWV&hash=item46ade14eb5:g:Yi0AAOSwALtafH7w&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cRLdK5KR%2BxDP481xTLw2u1e7hD699FuFJSm4XMmNDV5yZAyv4vdNsDGGyM4egWo0CeR%2FWjsda3ycQfCptlnFBgPAwNksZDqHnlqMpalIQ9FzUgIWYFg7ou%2BZgAWiUjyYP2wvDOGJ%2B6jj6PCuCMJi14LfEGwRij387cub7KdX2ZscPqa3x78mGYJdPd%2FaMh2b660W1TCmlW19MXBuZe3bZdqy5k9CqCITmnMoaonKzKZg%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
YAMAHA C40 BL Konzert-Gitarre 4/4 schwarz,Brandneu |,"CHF 182,14",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/295881972496?_skw=gitarre&itmmeta=01K7XRNBWA198K5HT3K2R1DHB3&hash=item44e3f09b10:g:QhQAAOSwYExk24ML&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fVb43YmGYXirvwCEQzW1jR%2Fv3MzJc72s%2FKFAPag60GwQ6CLKijAFheH6iS5gDjVkVcmpjhz%2BIQqUY%2FIloZ72FV%2B7%2FAm1qSFGoq2O5dKEbJ88c5%2B8aQJGwpiXw0u3glA%2BM%2F8zwfD9YTkeWhel%2F7hvX0zqNpP3hesraPCJsmHBnIurv2cnnHEIL6ZIE6kloyiRlua33hpSAdwllTN3KuzFmwqMofONuVx61fUXtIKKzdKQ%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Full Size 4/4 Klassische Gitarre Mit Spanischen Nylonsaiten Einsteigerpaket –...,Brandneu |,"CHF 92,58",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/127199650785?_skw=gitarre&itmmeta=01K7XRNBWAB5XEK1YFD3VA486K&hash=item1d9db0a3e1:g:SMUAAOSw539oXU5u&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fNO%2FPv36hCVctDf4TdL4ZjJKrhKPXy3zqvfbaoDWdqVM8yNb%2BJenOuE6oYZ8fR9vGdTm4Lm%2BPPc653e1ZVhXJTb%2FbXrQY2j5RNIiDB0Xuj8ZyCGjrxea3xDCkfbCR5cliwx35D9HaszYhNBDfh8jsdmcY2FfqcMPOZwwvzXdTVvMzWq%2FpUExlrFN3mCKLT3qnMN2pJMocS6aHi4yDVttATsuKmVEzjKRbrtf%2BvxGh6IS7phSJrqZDDrRrI%2FkfKzXdVyDnGntCJuuny8VbtPXuQMQcnYnwBGNKczMGZxZXtHQ%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Klassische 34-Zoll Junior-akustikgitarre für Kinder,Brandneu |,"CHF 94,43",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/127133335429?_skw=gitarre&itmmeta=01K7XRNBWA6R8X6AGYK0BR288W&hash=item1d99bcbf85:g:6rcAAOSw6ipoMlrf&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cplokdzOMGmo5jAO24Ue5tMQm1jI1B62xAoc8QWC%2FKa630q7Dxl1j56zd%2FvrcUX0vCg3mXzOgzXg3R%2BTgl3vY2jYGJ1VX7W6NGYsAKjzd91FCkFthgnt9jCVvhDOxDo%2BiNHConmFtWCUR2Te0FmtYONKZiE%2BL4kApG21JP5wpBQA%2Fp6EfKyOo43Jm7FI3vYfGGLBpKQmNlPJpFpF5GXicJgQG%2FiZmf1hjvQpVhVdxTIsbdlaJ7YeM6To21d%2B5ByPwLOgFbgAk%2Fj13E20rj4FPi%2BZ0%2BmfM4y95wX10cIULoPw%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Konzertgitarre 4/4 Starter Set schwarz Tasche Tuner Plektren Buch mit CD,Brandneu |,"CHF 179,31",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/376270464994?_skw=gitarre&itmmeta=01K7XRNBWAVCB8TT40VJDZNJCB&hash=item579b77a7e2:g:r50AAOSwHkVoL2DP&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f9yoKcpKGJWecsTeUQa1OkqbLTTFrzJ5cJ97ETCVFe99dGx90tnb6Usx9IAKhnLrhwuYF44IPkY8xP%2ByvF07AR2qpbkLcVcLZsGOB3VKLUvaLpdBMcPxs7aBkXUL%2FSIx95MfcKTperIogqBbvXXrIobSbkA%2BaJB1XzXJJRS2k7eQFtaTdtBcoKg9V4Zh3y6DxY6265ij9VVDvH7tz4sTMBvUt%2FX%2BpsztvvlEGVaGpLl%2B7YPkug2%2FZ5A4N68fALmlBZBtusa6V8BdbYTxLcxJxxzV9ENMkMjGE%2BtcPrCACEkQ%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Admira Konzertgitarre A4 Artesania Serie,Brandneu |,"CHF 399,42",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/285551281995?_skw=gitarre&itmmeta=01K7XRNBWAXW4FNE4K905C1HK2&hash=item427c2ec74b:g:uGUAAOSwJJZlTNR2&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d8tCw0e6AMPQrNWWQN5BtSlXNaJ6s314QFVChWbPGCak15IVrFzzqQY9E2QNdT4SeXf%2B0ZVDA0UWPEIs7SBmzpDCIfosfO7oHg7CzY49q7hyGJQMh4IbRb3GD44TEHcC%2F1iqizAFvi0237cDdgasG6NVVxdeFqlIBxSsTx9jynKKYYff9TNEX3tTOD5lcts8yZ2MipInIaIiWCVX0PMH7Mg2JvyMn5riVLCEtWJ4344j25dRBe58%2Fybi8GOyFphRY%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"Miguel Molero 2012 ""negra"" - Flamenco Meistergitarre - Paco de Lucia Conde Stil",Gebraucht |,"CHF 2.348,79",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226869390932?_skw=gitarre&itmmeta=01K7XRNBWAA3BDPGGM8MYMD08Z&hash=item34d2782e54:g:8YgAAOSwmGVmPzCY&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fqMXUF2elJ783Lbe3MFQDWIRPjT33AzoHJpVa1B3DdlDFi0mnJiTeODw%2FyMYao4sMMMO2c3nZbzX3GHh8RvUdBJNUBDtNvJJ%2BAVA%2FMBVwH9NN2Bmall47WeCs96PCILd%2Fb72jOurwq9drnf8x5f17HVt8OpADQ0M8VteI8yUl9ivc5rh9U6tIOI%2FaL5BzWO7tGm8X1MPPMVPL2r2w8YkCBi8Oh6zOk%2B9mfZNI2WhUJlljseGrZsGxrilNfj8Ogejc%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Rare Vintage Oval Soundhole (Manouche Style) Classical Guitar,Gebraucht |,"CHF 409,69",aus Deutschland,"+CHF 47,97 Versand",https://www.ebay.ch/itm/167410410733?_skw=gitarre&itmmeta=01K7XRNBWAPBA8HFZ55JR8PAAV&hash=item26fa7024ed:g:9kYAAeSwPwNoIKpN&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1f2MOWOVtA7Sc4aS7nG8BwDaiAqMkcJKQ7mQYY73%2FA9Va9NC3fgzT0xKS9nziF7JuBqlAVwWbkPUCI0M8bYC1sN17UKdL9n4BoHc%2FxhZ5nqFsxGpUCy2HZ8f35Z9TzZJ9RFV8h4uAEFuRWJNt4cu8%2FQRQ8U7eEL1P3pQhTOv1cKo6u0ywuwGvxWzi2zFl9y0P2vsyqE%2FspQm%2F4anGL4Roax1hHy8d%2Bknrq90VQ9OdqEbOd0zROAplsD10cGjyETVLs%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"Jose Yacopi 1975 –Meistergitarre im Enrique Garcia, Francisco Simplicio Stil",Gebraucht |,"CHF 4.387,73",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226319078732?_skw=gitarre&itmmeta=01K7XRNBWA9XKFSJMMXZZ1BG3G&hash=item34b1ab154c:g:gkAAAOSw9A5mzvNW&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dbCZ4RyRo3RSCkDcNz0O605h5Xnvsm925vyOeHOwagEAUromXoPO04iv3dqvOXKMUgMYLvZdZpuYewh618dG3SbekTOos0TrFs7eyyWK0D%2BQw6ResQYe8r1iwnHCG5KsLKv%2BnQPkEGwddc%2BnVS%2BUtaWLDBT4kXmErlmTfYCGS%2BK0cUKLa18hDsiG1ytgy5t1NOwFcXPmIOCbFHTR58CfdD6K65N4VKR%2F5kCuI%2BBSFnvSNbnSLEuZL7mkjuKJpfqG8%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"Felipe (Hermanos) Conde Media Luna 1992 ""Negra"" Flamenco Gitarre + Video",Gebraucht |,"CHF 5.991,90",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226973950466?_skw=gitarre&itmmeta=01K7XRNBWA2YFXFBBR64JVTEWC&hash=item34d8b3a202:g:vrkAAeSwgyhoxr8c&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fhLjaT5S0Jn3cD%2Fj0SGRFcyJOroTyiu2VQTTOrRQUIYg1j3PTZeWCHw6Mhh%2FRMKteBdJ97zzqQVAt6P0jEu8WAppk4Jf3K1q48kjOi5oX65oY73CeMkcOnmq39aZRb5%2FfzPMNNgvVl7HMluIE0AG7Ul%2FY6vSEHc0oqc3dihDz3BdXSZnI0tCEY%2BYPId3zbm%2BWp4ZglYkmRdriKKWPmATu58%2FAVHzBCfX98Hm52tc2%2FLIGlyKqhIiLaO95EMfFjwJI%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"Gitarrentasche 1/2 (34"") Klassikgitarre Gitarrenhülle Gitarre Tasche vidaXL",Brandneu |,"CHF 19,46",,,https://www.ebay.ch/itm/326289248623?_skw=gitarre&itmmeta=01K7XRNBWASMS87Z1MEYA9QT0T&hash=item4bf85ad16f:g:6QoAAeSw4LZoMRX2&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dmaSMkvxj0p0WaOtrPKc4kld7PWh43rOTmNEanNq1y37I9f6B4Udg%2FNpG9ymbSXt5ylx79oiet0b1J3z2HICi%2BctNfmlMXJRP2N%2BHlwDvwPrlb3zJ6W3fm8dbEsRnwTDSMoIynXgIMXFhIYPlscTZjgDCqQ5SgtSe33%2BTsDeLGAf%2BMIA75DMJ3uBWLL7m2Q%2FNru5wDWvAsFLtXdrfmWZJuCQRY7xYt66RSQhwwRTS1v1BbiVQz9T9ib6%2FQlo%2Bthc1UwBsjhp960DYJX0v4%2Fe5D%7Ctkp%3ABk9SR8y-1bi_Zg
"Cort Konzertgitarre AC250F mit Fishman Isys+ Preamp, Decke: Rot-Zeder massiv",Brandneu |,"CHF 368,91",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/274475254660?_skw=gitarre&itmmeta=01K7XRNBWAW5BDP45HZ4A822AM&hash=item3fe8000384:g:6v0AAOSwOPVe7yYR&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fSll9zNtc0A2EoPvarBjyCYRI6A9AwgyH2eU8CDsaLnefnIt4zWLH4BRQBmD8LF0E1DopOgjeBzlaNdzg4d9gHjc14eZSkJfe9sgF353rm1jtrO5V6sRfv65BJ6opd7HRl5f3Gx95B68NWJ3D%2Bzu8irZEmQOOx9%2BFo8zYUi0I9oEUvTBUjr16ItOMnqUiPoVBK064B1jrQXfUhFDPFEY8spNnGutfq0OrgpHS%2Bve2xSKyOm8o%2BIC7G61HNO%2BjFKh4%3D%7Ctkp%3ABk9SR8y-1bi_Zg
José Ramirez 1a Flamenco Gitarre 2014 – Meisterinstrument aus Spanien + Video!,Gebraucht |,"CHF 8.245,74",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226970277180?_skw=gitarre&itmmeta=01K7XRNBWAWXTNNARYYSV1ZKJH&hash=item34d87b953c:g:i6QAAeSwrNFow6cZ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cRSLobASb%2FmNhvVm81KIskrw1g%2FXHBB6rF9QDQuNNBzzVxSgtVU12l%2Fzi3iul7aS%2BPyvJ37BtFcec3NDfFvZIzJR6QiXv5yTNOAPH17AGcvHUtnvs%2FPTFYTozxpRe3jPpeVjngjuhf75PkGIFw4WEV2JXAQNYzXsJiazWFGQnaqyeNtX8vLDWmbSvJsH%2BofiO9FBKIydnpyllMTXLX3ngBBlX7SqQjIuM8Q03VyaZRg%2BfL5hQ%2B7yd9NeIfu4YnoQgQnq7P6MYyLoUf1lgNzfkViK2o7TMcWQhm9A%2Fnotq%2F5w%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
VGS Konzertgitarre Pro Andalus Model 10 Natural Gloss,Brandneu |,"CHF 254,26",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/283992824838?_skw=gitarre&itmmeta=01K7XRNBWAX54EHQ2G8QW1HBN2&hash=item421f4a9c06:g:0b4AAOSwDktbFmk1&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fDOJ6SOehBpSebPzmkXIw%2Bx7wdZhv1XwCMek1fm7zlnWL2y3T5aYfcyFXpLZhEcFDa3Z5%2FWpxE0HNl1CXA79OOhJNd58YxNSYHXpFN6wfYKWbxKQdl52qOC8iJW7Tc0EwcGYEJ0PzAsRh5UagX%2BIN39KXZn5Uan%2FMF63cFwChHf%2BVloC09ao62nxcbjFRowHcZ9686nwkPXR9%2BHz8O8BozqgmGzLK0vpJa5BCOpcQnw3cI%2BBVNFC7uDufJoAZFJ2Oq%2BN3ZfXRVZfeLwTbOYXTQItTVHwpMDaFtBrus2XWV6Q%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
EKO CS-5 Natürliche + Bag Tribute Klassische Gitarre 3/4 Natur,Brandneu |,"CHF 57,52",aus Italien,"+CHF 27,99 Versand",https://www.ebay.ch/itm/357035663055?_skw=gitarre&itmmeta=01K7XRNBWAJHQE8QK6H66NJZ4Y&hash=item5320fbdecf:g:I1AAAOSwS-hoQFQt&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1e3GaPV2abYRBQ83FootchxhU4KaWhDUzBUcABxLUYVZJHwshXcfpq9h9oMgj1QJMjwzStX2uS72nzCDoJUf%2F2v4L7oWL6cWThM1l1RFNfSIF3ea4lALqDqxfkouitVtf7IohYeSOvQNz2TyZL4b4R85%2Ffo3H2%2BP5%2BNAMRMCGE5ar3NwBDv58vqx1OyPLQ8hoTdRyDLSUqhlgsJncy73CVWi6LsnuZuPSPYTKx%2BgKOL0QT3hjVj0T%2F7jzR4LNAW8d8%3D%7Ctkp%3ABk9SR8y-1bi_Zg
LA MANCHA Pera maciza rECO Konzert-Gitarre 4/4,Brandneu |,"CHF 910,72",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/305611656597?_skw=gitarre&itmmeta=01K7XRNBWAW3QA57SQ06Q6V3QY&hash=item4727dfcd95:g:sjYAAOSwRmNlxkh6&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fnDIGgvNHtFcdYonlLLT7oUkZeSo2dkYXkGyTdRg891ZnEmbiEgNhRKZRqLNsEMPKcOPtzlIFYuqgXph37BkU68dF2NI7owkQ5xDzIyu%2FdAyICAQcZfgXZsAMGaz%2BqrfRIqeWCeUD5C4BOGFMj8zNwc87NaWIx9QhnMyzdji7TvrvlAGhA93rj4TtTKfNQq26QtdIKrIUHpDsnD5Q%2FoPxj6zDbV--L9HYmZSi7sc%2Fi2A%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Manuel Romero Flamenco Meistergitarre 1990 - gute Preis-Leistung + Video!,Gebraucht |,"CHF 2.248,84",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/224490141255?_skw=gitarre&itmmeta=01K7XRNBWAD8K6ZTTHQPG0S9QW&hash=item3444a7b647:g:IZsAAOSw3-Rgvybm&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eiykcqgm22Imz7VZXi3QSB6Ya%2FlHvhrQ0c3%2Fm%2BRTsDw4IEt1Xw0pEcIrhCUOSyYfMvJG80R5cxvRTuAC5KBNvtBjCFGYjd6TreiwdUjm7QA4hVJMmCXxzTaunYHrySKG8p2vrgv6zAiSh9A5HA1XjfG9dgzpFhkjekuP8yCA6f6DvFyKkUhXCVdyxbRoWgnw3UcELsnLiUe6sV67VInAA7EeIgIOGtmm9Cc8mY7uTCvVo%2Bu3byFu8UrxrfnqNGH%2FI%3D%7Ctkp%3ABk9SR8y-1bi_Zg
LA MANCHA Rubi SMX Exotic Konzert-Gitarre 4/4,Brandneu |,"CHF 368,91",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/376569859769?_skw=gitarre&itmmeta=01K7XRNBWASR8HW492M4D09FX7&hash=item57ad500eb9:i:376569859769&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dIq%2B8Wnp1Zf%2BfkG0uUMbqMA2k%2BxU5mxgqxzoViHWwIFGgt%2FDYTga9RDwoVi05AxIpKVgMyZiA0BwVFj9QGXd8HqzWXQNX%2BuJfbwoAMILY%2FDcI2Vqn9eewmO%2FYjA%2FzC%2FoUeQxYNGrL5vr9gbvg4Uxn1BJOLSgsiy1CaXhRdkhx3IeE6ZScDompdHZ5rocJ1HMjsAxN7RW5gaO8GJdaez2hUoe%2F0cJBwx%2BWhN%2FLukL%2BvTQ%3D%3D%7Ctkp%3ABk9SR8y-1bi_Zg
"Klassische Konzertgitarre, Handgemacht, Palisander/Fichte, Thibault Jaberg 2017",Refurbished |,"CHF 1.081,00",,,https://www.ebay.ch/itm/405862722473?_skw=gitarre&itmmeta=01K7XRNBWA7R9FGQVS7GF1R3WK&hash=item5e7f4daba9:g:sCwAAOSwuF1oI3Cb&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cjQgJmlB%2BJ14upaptopHtoNc%2FXGnLXAb2fIoG1W2SV9FKhS2qJZH57SuMHgVLIrs3Nulq%2F67mKxvfmmstZBDoWa5AGVMw9AVLw94HL4PjNITeIFKKiZxwgRhCjYlAkxIZOPEg8DHgseRDlSUEdAqWgbVT7egoHd4zlVFHcxFlKgsqcImu44CG38vpMC%2Bxda4CIwRPd8GLXYKMVVG03D88Vz7ZmMefJxO8LJIWpdEE5dTmvn6OcYfdcIKcVIhIk02I%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Salvador CS-244 | Klassische Gitarre 4/4 Satinierte Natur,Brandneu |,"CHF 146,23",aus Italien,"+CHF 27,99 Versand",https://www.ebay.ch/itm/357035663040?_skw=gitarre&itmmeta=01K7XRNBWA8EM6BNBFZ2PVSG3X&hash=item5320fbdec0:g:mtAAAOSwNhJoQFu9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cGtEuLBHb0let0CNRm7cTYA0YitSmudgqmwGHxkyKQQHudmnqQNg%2FyH7ge%2Fga5pZb0RLUssueqfIFK95abHuKJEsO%2FrAe3luDGjYDOf6cGaBC48UuUMWwPIxUVBJyNnY5TXcaR6oFvimiMIo0mqD4SjQ%2B1Oe6KN3dLA5SHUICyKIQgr2W9h99p2kYiHUqD2CBBZcWF4Ji4%2F8E%2FMNvMfKeOxeegt9wZvvbHfWP5HbdXw18bDsImy87LUtayDLC1aT8%3D%7Ctkp%3ABk9SR8y-1bi_Zg
Joseph Garaboeuf (Lacombe) 1850 Lacote Stil klassische Romantik-Gitarre + Video,Gebraucht |,"CHF 4.287,78",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/225388801107?_skw=gitarre&itmmeta=01K7XRNBWAHM1HVAGY8YGTZYST&hash=item347a382c53:g:S0oAAOSwa79j2RWu&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fnLSoyLA5YRPrMaCHN9DvYD9QZbxWiMiLlkiAw%2BIcHNMHwDgnvangWx5ZIli7RY5WESfoBV5pr4Ngv2ENXsIByHQNr5u%2B0BI7e%2Fz0qljGOlkTf%2FIGGkMAYs1Y4y0J6nQhnUwpAsfOPH3pRD2ztXxdBYwj4%2FmDNdsAY911RixtgHIUVNOF5gO4d%2B84AlwdH0vGvKDBX4ZeLnmJCQNgU2YJXS7i5ZbPJUtDZ5GrZ2JGs%2FDWADiHLppDuh4%2FJ%2Fu7XErA3GCRckwGqnAjQf2Uq2FsA8d1dpagm3%2BilrH5kkSVS%2BQ%3D%3D%7Ctkp%3ABk9SR86-1bi_Zg
Konzertgitarre BASIC 1/2 transparent blau - PS510125 - ***NEU***,Brandneu |,"CHF 179,31",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/135862014554?_skw=gitarre&itmmeta=01K7XRNBWAPH3361PB1KD7PNBQ&hash=item1fa201d25a:g:z8QAAOSwvsJoM3zH&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dxLWXV0quWY%2FF7%2F66R8fngUtDG52Sa4BIZsRj%2BSpMhUAuTo3DY3FeXBzHaT%2F%2Be5AYYROxYhVlc1cOKZPHC%2FU4M8pnQxsGS3dU%2FR3Z1AYUjyRJmuym52jO36rWg62o9fwUbFfv1%2FWbzxlbJS0XFzuQ16usjimtjlOrh5T3PrK%2BVDAiZf2d1mFYg7J6xFzKNsQ4zxbqL2crv5BbZKTXMNLBllvb6B8SCP4WOB9uQuBBAWH601V6YzgEVAl8e%2BCtFhVk%3D%7Ctkp%3ABk9SR86-1bi_Zg
Estrada Gomez 1978 Klassische Gitarre – außergewöhnliche Meistergitarre - Video!,Gebraucht |,"CHF 2.348,79",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226976873917?_skw=gitarre&itmmeta=01K7XRNBWAV8FQ9FPV70TQSZ83&hash=item34d8e03dbd:g:QJkAAeSwRYxoyRsm&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dU2tYTklPOA5Uk5l9BdhcU%2FyyZ5zzh0od38Jk9wjx0spBFsD7ruvY%2B9yVcIwJEm9BcoEc0ySMzoEVcqjQ6i6HvUMyeSrjDi2kJAJA9W%2BzEsLI1G%2FDF3rdLiAQ4ZanF7MtqPo3m9Ag2gz9OtmzWe5WM7o4vqv8laGUffDJ%2FZMbDO6LaiGGaDlFtH0W8gRX9s0CE8pLgP%2B9EWmXJ6AfQE5jtjPfz%2FMfsDsG3Md7AHoQkM3IlvtisOMaeF2V9%2FIoK%2FrkSG%2ByrmJN3JPvF%2BB%2Ft21yO6IG9c9Qgs38V6wv5cyhRmQ%3D%3D%7Ctkp%3ABk9SR86-1bi_Zg
"1/2 klassische Gitarre, Linde",Brandneu |,"CHF 57,07",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/224936048682?_skw=gitarre&itmmeta=01K7XRNBWAZ92Y2TQX72RGH5MS&hash=item345f3bb82a:g:lgcAAeSwdCto76GT&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c4PTGuqOLY1iLVLRz8GBump8l5MEgFHRi8L0KDRVaJn0VyJ4zY09Wet2DgTyLFCk88%2FyjCDfb5x4eCjN3HXJIJs3Q%2Fj1%2B%2FNsEngDuq8PlPcXOHnQlQGHC2XdZKPGjmsdgdmjWURNahAXs693OBIT5vHodnRvN9RYMEADop3riexOmEU%2Btm6oqQ73cBoeUcQstpd0DbIY7n801zqKanDbnqc060qH9fmgVHpBvp2xv4N7nxIMhovuXE%2F%2BOJekD9%2FgCX7lAIhIuh9QANmM5yVJou%7Ctkp%3ABk9SR86-1bi_Zg
