titel,aktualitaet,preis,land,versand,link
Shop on eBay,Brand New,$20.00,aus Schweiz,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,aus Schweiz,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Francisco Pau ~1890 – Torres Stil - frühe spanische Meistergitarre + Video!,Gebraucht |,"CHF 4.487,68",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226418514469?_skw=gitarre&itmmeta=01K7XTDRZV8CXVA93TF994AFMY&hash=item34b7985a25:g:uRMAAOSwPUVnHPSk&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cOgIIQ7IgJfHyk6sfWbuHcoxCwbTrimV0%2Few8U1AKgs7Df9rJuT4EaBqqhIvSnurNklVUkG3Wtmwd8kEthiY28ZWagpIm9VrYt4CmKRh9XTVpV1JStjrCF8NmQE0MKDnFLkJk7AUQgs%2FBCgi7e3J1fuSydjSFiEDf4tj55sL8UBy%2Bn2VXgdzXjY7f02g6SPHwZ69sK%2FCjUOFu21iR0ooteSrM%2FIy75NW9qoid5vlXqNTQ%2F9wEgud3hSTXpr%2BqYO31tmykMj14F1ecOYHn4FqQWqHf0lpdYLG3UZtJrVto6CA%3D%3D%7Ctkp%3ABk9SR8iQt7q_Zg
LA MANCHA Rubi CM 53 1/2 Konzertgitarre (klassische Gitarre) Classic Guitar,Brandneu |,"CHF 258,88",aus Deutschland,"+CHF 36,99 Versand",https://www.ebay.ch/itm/404469362805?_skw=gitarre&itmmeta=01K7XTDRZV6AKNBAPE749BFMP7&hash=item5e2c40b075:g:CvwAAOSwEs5k8b07&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dfgvlu%2FSjZGU0YlXEgAtdyTDbvZ01yrn4DHr8r1bx0ZHKdMJogoQi9qlH1naq9Sp8%2B0TUsrjPM9f1VHP4443BfOoHbqmu%2BKPRO7GeR2GX97IIOvT1dtw2hE7Fg%2BMZHTAhDAPUYigIJzem8RgBTYodF%2BLviX0KB5z5ExmTPj3uqmG5xo5%2FwPrIxEBhskAuTTViI9OPNETu8KtUYIsdCFDEc0O6LJ%2FnXjjTjv3%2F7DMuHhBp204SHVNaqbRgfITAJIJ8%3D%7Ctkp%3ABk9SR8iQt7q_Zg
Alhambra 11 P incl.Koffer Klassische Gitarren,Brandneu |,"CHF 2.158,88",aus Polen,Kostenloser Versand,https://www.ebay.ch/itm/144312520379?_skw=gitarre&itmmeta=01K7XTDRZVH4XHE84MPCJZ7PES&hash=item2199b24ebb:g:DXUAAOSwKyxfY5Hw&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fCJ8C33FzRDMw6ziEsilOb84Hw1HWrXsYFCbUCFmD5Lp3kjfxmZE3%2B%2F6RxSq7jCmX2oMvph%2FmnXshkvYYrPW2VjOXlodWKx0tPjDO0PvZcSJNZyAf4VbWoWiWII1EW1oTdPEIq5ImAysLrxuz%2FgA42686jkdw2md8tIK6eV4ib%2FQb2nEoVvS9mzK1Vjs6bXR0ydebhL8z%2BAtyKLgHtb6xNcH0B2Fq4%2BwKiva28vYj%2F5gkRJS8CM2FYETbgUqVauGc%3D%7Ctkp%3ABk9SR8iQt7q_Zg
Pedro Maldonado 1993 - traditionell gebaute Flamenco Meistergitarre + Video!,Gebraucht |,"CHF 3.588,14",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/225860588337?_skw=gitarre&itmmeta=01K7XTDRZVWRFBCA2RP0J2TFWT&hash=item3496571331:g:2QQAAOSwAQllSieq&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1c0AIuMlu6M4NlnJQdIEqdmi5xm0I7rxkrzhkbyeENyfO0hARfa8jDsHCohpn%2BpgIKbgLzvkwla0H5isUk9du%2B0%2BnXHI2Jd7nFTs1%2Fof5qx2VmqQHL4CBCDjUzkBPo%2BTqA%2FdofXR3TK08ExowuJVvew1Ks80YFH7pck4Bu5vOJGjQ1Z6JQHN0xzKiMQgyDy2AH24CREmc%2FUJ2if8LZ9URg26S21onk1kF7B9%2BbuqgCS6jP3GSOAblgtZlFivDyBI3s%3D%7Ctkp%3ABk9SR8iQt7q_Zg
Antonio Raya Pardo ex Alberto Lucena Guitar,Gebraucht |,"CHF 4.697,57",aus Deutschland,"+CHF 159,40 Versand",https://www.ebay.ch/itm/376370741491?_skw=gitarre&itmmeta=01K7XTDRZVPJ3HP8DF8ERCKTW2&hash=item57a171c0f3:g:LT4AAeSwJZFoX8X3&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fR1KIhmrXYw47hDvYJs6PdWCeL9qHiqYkGsbskKWhb9bJTNHj90FJxOjBAoh9ZdBJ%2BV4m47pbHPrKsJxhzc4jY%2BzwLB%2Bp3zs0GL2miXHpnN62kRgcV2oP%2Fv%2BOTiFG%2FISKHy%2BN2BRGmXEz6bJ%2FeGn8utWbzcHQXdfnSX0ajuPj%2FV1ClGCX7GY0aVs%2BEFdK4J8fxpLLZ2WBBCjZ5UWyXy7N9Ao3cz6eWf%2F8t2F7Bby3DeeqOmm--2%2BeBg0BJ3%2BDocUb8fEuuPB0Mo0uKEv3ZAPZqrTP7TE7%2B7DQ6XkY3vYwi2Q%3D%3D%7Ctkp%3ABk9SR8iQt7q_Zg
Neu Chaturangui Mohan Veena Indisch Resonating Slide Gitarre IN Zeder &,Brandneu |,"CHF 503,22",aus Indien,"+CHF 165,37 Versand",https://www.ebay.ch/itm/146067675133?_skw=gitarre&itmmeta=01K7XTDRZVJBF31AYWGZKBBVP1&hash=item22024fd7fd:g:gyUAAOSw2Ixm0f6E&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dOAHqU9sNDCsMFKF9KW6dlQSziaizLokVgG%2F4qSqxfSOiF%2B6EUT4CqAw4HRlcKXgpHRGhYyjr9FPhy9ff58s1PgE1qzxR3dT7SLWf4wUwHTWI26ySshJ03lSsqLilmNrNO9Wzm5d2GzDjMn7%2B2tg%2FOPCZzXQCZEpaD9GPfIV6JbosfDMcMQFL7gZn3GCV%2FiXZ7OmS3MMbYgUxZELzZvN9BHwUVK9KuILbIgzweWhlU9bPo4wigFXYkmrBkwO%2BavEh%2B2VmyMuhMz91cbXLCmzuxUf%2F%2BvO%2BhasxL187apIikyA%3D%3D%7Ctkp%3ABFBMyJC3ur9m
Johann Georg Stauffer Stil 1931 – feine Verzierungen und edler Klang + Video,Gebraucht |,"CHF 3.588,14",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226966706955?_skw=gitarre&itmmeta=01K7XTDRZV9YV1DDGN0KG5G4GX&hash=item34d8451b0b:g:i1gAAeSwpApowQQ7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cxkufnrUsR4xIxPNzjUO3MXk5ofbL58O3n7iqnSpbWR1E%2BzDuy1ZVxxPVf8NPma%2BODBzoYgAKQqG98etlnxIPsS63jIdT6mt6Qd10k5yET1HsokDENp3fvO%2F%2BYN0dKTmL6ZJOAHepaue5i%2FPZLvI8sFUJ6SKqwE0CUnljt%2Bg5A1ksx4Sv9rakl%2Bv9m%2Fudnemodt1ozUtWP0LuTmlcaWPC7ds4pbdJDxAXsbQuIWVd7OthDLz4WMdF2p36WSVKF9Fsz70u01ivGWoeJDMjofYqG%7Ctkp%3ABFBMyJC3ur9m
Shop on eBay,Brand New,$20.00,aus Schweiz,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,aus Schweiz,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
"Killer Custom Hard Bags Erweiterungen 4"" Für Harley-Davidson",Brandneu |,"CHF 116,72",aus Spanien,"+CHF 19,49 Versand",https://www.ebay.ch/itm/326406699400?_skw=gitarre&itmmeta=01K7XTE2NJ8DFPEJBJ6WPZPBPM&hash=item4bff5af988:g:bIYAAOSwXJhkpGs2&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dBc9mGDq2OZVROQ4cU1ywj6TlQwMsV35nsb9DG7rCP2YnGElQYKoBsH999%2B%2BN5BzK4XePze848BiSXVyO28hY5p5BNY7ZNJWQbkfEOSbnRc4FdfvToeig7prsocrHradkCO%2F9IMxEuge1lXuKkMuyds91kRktFWNpQx%2BxH4LbURamBoTRB8BpuwqZKbDf%2FiJXmeL8Nr88nJXd6dhNHSP1Rm4qSmf8359ZN5q9IXWavxkSScONlJanJ6zYC16zAFl9CcC%2FDpl1gK6g0eejhh574%7Ctkp%3ABFBMoqu4ur9m
Antonio Ortiz Romero 1970's Blanca Flamenco Gitarre Antonio de Torres + Video,Gebraucht |,"CHF 2.698,60",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226975287264?_skw=gitarre&itmmeta=01K7XTE2NJ2KR0GNPQR4RG6MB0&hash=item34d8c807e0:g:mGcAAeSwr71ox9~U&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dzBhgcm8og4Tg4LRmNwt3FIz9QHvC1objevgSL6%2BdSu7bkqObpFZ4cD%2B%2B02ZQL1xcCdTJbvdABcRti6bkvceT3y62YCXdcbHcFKmXow915olM%2BGeh%2BOj5LzcwdrM3JVhTCq8OPVvpie4EqZ%2BfBhI4SSKu59sLAiytzJIkjXUu67bFGJoTJkUNVEl9TAqs8hVNBpj4MZvjwCJZBg7TU6sHOJYIQfuu%2BMIvOs0FWOPjyGcCbmxTjrWCTLYb54aULv0zig7Fnhjnonj270P%2BpMb3O%7Ctkp%3ABFBMoqu4ur9m
Gerundino Fernandez 1995 - Flamenco-Gitarre vom berühmten Mariano Mangas + Video,Gebraucht |,"CHF 6.386,70",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/224633428164?_skw=gitarre&itmmeta=01K7XTE2NJZTVM32051D354V41&hash=item344d3218c4:g:9G0AAOSwTOxhWdkf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fXXeDOz6NcwX4pjsqVQ1VgP45fj8fQTSPrhDs%2BPmRYxIF6HzksbQJU3wRaDLR5WGCsQmwGiibaZXQXpKdihWjFuhj9KCJOj5wHrtvKkWI8tE6zL65cvYjECxmcyCqPtAMAdfYBXALBEbEtmktdvpklvGwApwZB5IsDdWaqJ0%2BokYRztlxKmU%2F19RSPttc%2FoUlN9rx7qeoCBtfqvPSFZf7w%2BcWKF4sVwUuiFoUbLQdv1H5Eym0Tnxq3dNJ4SxPP8t38%2Ff7%2FmV4YsZbVww95f3oa%7Ctkp%3ABFBMoqu4ur9m
Alberto Pantoja Flamenco Meistergitarre 2012 - herausragende Verzierungen +Video,Gebraucht |,"CHF 3.488,20",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/224490267330?_skw=gitarre&itmmeta=01K7XTE2NJEAWZH4CKYJ70BGVR&hash=item3444a9a2c2:g:7dUAAOSw1ghgv0cv&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cnCvytPvooE3u9hM2hZg58%2FDc2cDOBJe2%2F2UP938h4%2BmbCfL9jwLoy6wbyTEqXdL4T6r50Jrzowtvm3o6XiyQ6niFkdDp%2F9mXgEVVASVGCnBLU9%2BCppLIqO8rqOsC76yp6SFQqn0uhlqM8KGKhho8ensaFrN%2BRIzI6Isrm%2FNl3VIuUit4MOAjq3fKEPE3ZWW1HzH9tmhrrRE%2FrPCs2Mcv510gbzzPh5KxqLw0KikHLEdHTykZ7FGFjQNz76wrYgx7sdytyS2lhdHgaLM1Jn7kF%7Ctkp%3ABFBMoqu4ur9m
"Francisco Munoz 2021 ""Negra"" - Spektakulär klingende Flamenco Gitarre + Video",Gebraucht |,"CHF 3.887,99",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226684500611?_skw=gitarre&itmmeta=01K7XTE2NJ5EP5YDW4NB2XMVAD&hash=item34c772fa83:g:uwwAAOSwbVhn8RFD&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fuOjWgsnas7eZ6vI1tJnNoUcQ4NGw5w%2FpigwZsMClBTjC7PRANMY3XssOYXddi3vfOMizRdPpMabCuXHJvb90soUwUJvYpSH1hPd8WjFbxhcnGClkMtdsKUs%2BQXm%2Ffb5APpmRakj242NhQkiEZc6M6HlqnVNlzYCGtpYBQwab0Ulfc172viDhI6Dguf8%2Bw%2Be9Ft58dmCSJfqEntFQkwH%2FTR4K9aQpatf9QFe86P5QgUBZlWbDNMH5UwOJR4bIjSUc%3D%7Ctkp%3ABk9SR6KruLq_Zg
Yamaha CG182C including gig bag,Neu (Sonstige) |,"CHF 409,79",aus Lettland,"+CHF 64,97 Versand",https://www.ebay.ch/itm/326767198130?_skw=gitarre&itmmeta=01K7XTE2NJEDNKJ22Y1FB39K8S&hash=item4c14d7bfb2:g:JFgAAeSwJ3BowTrR&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fU64qGUi45F%2FdCVKdVC6MA8ZIdxZUK8UruPKX5dfPFDnY%2BP9QUc0%2BhJ89C8wlfZAaHIaEYnbf2tEmFs2JXwo4%2BEFJR7hYV3WzSKkvrwzIGJourfJWSyc9ZbQWtzk6JUj%2Fbv7pjLurt4IcNnlevLx8ZLCfnon8kF6r9d1jN53i0Tm6Ba5dE%2F8OwhznYymnO25W%2F8p7cvjD50%2F8%2BT6mTEjoBjFJFjmqrRHpDICVpyen60A%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
Josef Benedid 1834 - frühe Romantik-Gitarre mit Fächerbeleistung + Video!,Gebraucht |,"CHF 8.685,51",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226048714063?_skw=gitarre&itmmeta=01K7XTE2NJHE0585CN5T53A33G&hash=item34a18da54f:g:3FAAAOSw3~ll9XoU&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dgLye5vloNxAsuzt%2FqzyZfQKLX2ZDHT5sS3qLOqKrId6RnGoL0dGs6a0uraIBl18ws%2F6Iuaq8%2FeFbqL9ms8FLVNLxwRjf1rzkXR3CRUXWQ7Je%2FbEunn8LIgRGgMhpALNYvvh%2BQSc9zTjTvygayD%2BogWkm%2BUzAPOLfTejtMUXKn9LSU76N%2F9jdk8XgnG2xrvZBXtgFXsvklNdNffHgxk%2BAeiamP0Km1SeU4gDOrtSVH3A54FNdBGrqNFy4dc5670Ro%3D%7Ctkp%3ABk9SR6SruLq_Zg
MANUEL RODRIGUEZ Magistral F-S Fichte/Palisander,Brandneu |,"CHF 929,21",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/296514330677?_skw=gitarre&itmmeta=01K7XTE2NJHVRA6BEX4DB5H49T&hash=item4509a1a035:g:E-YAAOSw8Fpl-v~N&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1edCKMm6mjaxGqxSmpLLOroI%2Bwcp%2F7arSx5ypBfWDBxLjNNvOKAAu7zopX%2BsldHiS%2BUGuzMLLhYu26p2rJM3mw1VF%2FOAi6CSlFCV32mhm%2FuC%2BkS4e4v5XoK1pBZhuMPJ9PEZfol%2Bvrg1l9jzvFylEirSe4W1hfCScfZnyJJ%2B8YxC8ZE6k5yUFMztgNoGggLhWHekBtzGlZlmvHVshoUJkDXA8EdP1y7dwQxkyI2Ml8m8Q%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
LA MANCHA Rubi S Konzert-Gitarre 4/4,Brandneu |,"CHF 350,42",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/296004495280?_skw=gitarre&itmmeta=01K7XTE2NJRA7M1V93KV62X5KZ&hash=item44eb3e27b0:g:RToAAeSw7vdozI3b&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cLbEWUGnlvN7elvxz4N7Ell8%2FVPC6l7sWpbDVBKA3KKQIasvNcPVtVSMqZFXXkHVhHHc2ah%2FNT%2FhoG6Xnl%2BjkxmPNpAKJVexDcpTP39qIFfPXRB75n4athxOqi6UQkwlWPV90E3KgXKrZtJ%2F8vEhqjbur7yjeq%2FBbszBftBQWeznhXZYHdID%2BenuR9SNK6ZKPsyh%2B8bFdZ95b1Lcy%2FJWeGVJjNOLfFyg31a2pagCQh%2FA%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
Francisco Candreva 1948 Klassische Gitarre Enrique Garcia/Francisco Simplicio,Nur Ersatzteile |,"CHF 4.147,85",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226835203807?_skw=gitarre&itmmeta=01K7XTE2NJJBDZ14AXA44VZXC3&hash=item34d06e86df:g:LWEAAOSwBvJoXRSp&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dFx8GsJ%2BR7bFXpzLhyYNwaY7%2F%2B3570En3fpqFkckl%2BDNTOeYR3pWTRJO%2FLSwTjBuG1BBcQ2RpXx9sOm7QUm3SYPFoX4Oe%2BmWTr9b4F%2BNOONY2XaMG0P0F6g3dibFm0dgDkLBC9WJEMA3F8wwxXzZI%2B%2Fpdk2TlyKG3AhZhvZbsDFzFG5N1FOmtICkzZqkRcnlJ1uS0bQ2uKPGBj26ftX8W6QZ4LfWwV5SgCAeoMsuBpT%2BNQ3EeGMgSZ0eDY6AZIw3XV%2FhtR6eSvTCaR%2FtdGcQXT253xHaCa0GwWQlJCp31hKQ%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
Vicente Carrillo 2014 - exzellente Flamenco-Meistergitarre + Video!,Gebraucht |,"CHF 3.488,20",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226825137572?_skw=gitarre&itmmeta=01K7XTE2NKABPVVHTGPH3PJ2KJ&hash=item34cfd4eda4:g:VdYAAOSweXZoVT3N&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e5amZ6IZgkCe7rduzWcGUXSLJCe5KXEUwA%2BJP36QADmBiG4IPogIxHuVa8DRXVlpoUHkMnJ6WQt0sG%2BUi2hzeewv2qJqQwRBVkxS13s0h9DbZ1VHj3ymYrL4xDN9R5%2B125Kj%2FMWYqkdjRmLNlVCDj3UkwDgxiByy42RI4ojgP0V4N2SqBZbSPUesKGRr1Ir1yczR8iVyDrXMBAoF8Wt5M%2F0gGy5i%2Brz3bLbA8MXczgiowuANksBjK0rtu4AaMkTX1zmyRS%2B2hNeXt6iqLToBQrhheKIaqaxIpq0hqMDXxhYQ%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
Rocket XF Serie 4/4 Konzertgitarren-Pack (XF201AN),Neu (Sonstige) |,"CHF 41,54",aus Großbritannien,"+ ca. CHF 103,83 Versand",https://www.ebay.ch/itm/406266774740?_skw=gitarre&itmmeta=01K7XTE2NKVGFEGV4SM6M5CYQ8&hash=item5e976304d4:g:QsgAAeSw81xo46LK&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dE5s3xDFEw4b%2BckDIYvCvEDATCG2mK8AL6PKCD8wd7pu3tN9evOap4K8n85drbm%2Bg31SBpi%2F%2BhdnWP6i7oNmS6ebNqXCiApdIfsHDf2dbUaGI6o8TNy6zkpBZojLU3Kb05GSOB25IZXNFNpfNNEX4RTHzATWwWect1%2B7qegbLjU8wTMchOmd7Um%2FXrXFv841Z2Y41KRDZ3cxR%2Bk7O98PczH4du2BBUKRwXDckjFgfkz4KUHzkeoDUA6tAPlMr%2BUeMWhnuQtzpHjL4lyu19xRVe%7Ctkp%3ABk9SR6SruLq_Zg
MANUEL RODRIGUEZ Superior C-C Palisander/Zeder,Brandneu |,"CHF 704,54",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/296308039809?_skw=gitarre&itmmeta=01K7XTE2NKEQ46Q0Z07PGVWV4G&hash=item44fd55e081:g:FJ4AAOSwrEJl-v5H&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dbeihcjROTA%2Bgk%2Boyurs1eAo2NKQfnvLbIJy921NbwP2OOIMx%2BbaAlp1Ga1u7XZQOGOOfamHOHQ7wSI9MWn3ZpRS0%2BZK%2FbiaF5oJTcvPUTNX%2FEbG%2B3n%2Fq9J1yR5i0mJJpxmwT%2FxEZZwklOIKjxxWZczmwfacTIPf1ZMVvPwGqytQsdc7W5RGT6Khp%2F%2BQHa9WvmXeFrdYPPqbRq%2BXS5M3ujOI05gztkyNCRM3CP0k7WBcwfc4EahrHr6d5i4HfYpXn9dtjkQG3NjMLzdAZqRi4E%7Ctkp%3ABk9SR6SruLq_Zg
"Antonio de Torres ""La Leona"" Model FE-04 von Carlos Juan Busquiel - Video!",Gebraucht |,"CHF 5.147,34",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226973915041?_skw=gitarre&itmmeta=01K7XTE2NK71R1CSX4NJTPF4VB&hash=item34d8b317a1:g:ovIAAeSwirhoxrYO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c5kOMCKyNKdZ4rBgU0feVsX0qkXlTZ%2FUlJZ2%2BtSEmReQU7LrDdhojfe6qCb2YmhiJMLwvEvbFcN0QBC3oyQcxFt8fHqFhJqLwvGwsfg1vJoZlmuugGITAGW1AcvrLmqWnPexM8hLzJigmO3YautjQ07EcbBZCW39TEtltbQYFkEIBChC%2B9cR4ycVinHt28r6FhSmuT90Qqk0GWgexKNjc4QLWDTUG9TuZ0zpdNTkkFS5%2Fir8dj573NtQe1bP%2Bf1m6iteyO4XiwZK913vxv7RYZ%7Ctkp%3ABFBMpKu4ur9m
José M Palmero 2024 Flamenco Gitarre – Fusion von Schönheit und Kraft + Video!,Gebraucht |,"CHF 2.193,87",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226856905148?_skw=gitarre&itmmeta=01K7XTE2NKTZ5RVRWR4ZTGNW7K&hash=item34d1b9a9bc:g:0bUAAeSwrd1obk~5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fM7BsPCoSm8QKQjMjzJJhwX5s1nS%2FccO4PlRRvrYTTpCM3PqyToNMoyqv4QZmb1QVsIM08%2BwPIwwjJy36IBCAtxacr5Vp25e2TzRthcNtmbTj0ohE8qpDcxLfNdNywhEa9k1m4OPYZIqCMmVjnQJrvURPFmeB%2F3RZ4b7kShzivWQIjoKymytt3KaMN8L3qik8PVNNQ5FSI%2Be2KI%2BWyT%2FF%2BJ9WnWJHvfBbT3w7Im%2BOlQMaZzRTRbUaiGpp%2FpMNJunXzpaNiBPFX2tnz4HhQwjxu%7Ctkp%3ABFBMpKu4ur9m
"Music Alley MA34-N klassische Junior Gitarre, natur",Brandneu |,"CHF 51,21",aus Vereinigte Staaten von Amerika,"+CHF 44,93 Versand",https://www.ebay.ch/itm/305971727976?_skw=gitarre&itmmeta=01K7XTE2NKP4SFMCR32JJPW1PH&hash=item473d560e68:g:Pn0AAOSwu4BnW20l&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fKjKsR96O46ufnw%2BqHH8QEIpiqMmL5lvMJmJ3s06qzLvpXa691hV0g267HoUtr7oxoTkuEKPeF71Sj%2F1NfwOXkGJKhkyvv8%2BfGHKbpwElyx%2BglRL9Za6IhkchMg2g3ZgE%2BVBc2SDc9r2uba3JWylp9S0esHlHv%2B6d3kzePCpK5hXL%2BWo0Wbp2bshmWBaMGYBRjAVx9qwdZJpR%2FSk1lLhOiE9vhKLYX0HKhmfZLBx92beUw0PCIPC2be0f26QDdJxwe5YOk8HwBJ4ZCaXsRSMtH%7Ctkp%3ABFBMpKu4ur9m
Gerundino Fernandez 1970 - Flamenco Meister-Gitarre - absolte Rarität  + Video,Gebraucht |,"CHF 9.884,89",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226169301300?_skw=gitarre&itmmeta=01K7XTE2NKPVANXP09RKS1FYCH&hash=item34a8bda934:g:9rIAAOSwvhNmWKud&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dnZMJuzMDnn7Kh8geVXIDIjTDd%2BXTRDSqlQBR2BvWAhKUzkEuclxEXeBSi%2BU6c3207yrAWTF5mqYikiF6yB8vF97nLxyP6k6iK0ML%2BrNoIJxABX1ZeLJZHt2gmzYcZ%2BC4REu3GSvqiJsRVCmYNz3WyDvmC2y7zv%2BApRQdtSesMZ9qajo5O6NbtOvL%2BL89LmqjZAL0BFTgkCeg2m7%2FD1KLuvhqzUjBjBcbnsh4Y8pPdMYqftONe%2FzhTOeoopGt1AlbOlmcw8%2BClMZbOchcrnZCcReTT1zCBnvEZ%2BOqhkdaueg%3D%3D%7Ctkp%3ABk9SR6SruLq_Zg
Antonio Reinosa & Rafael Moreno 1979 - exquisite klassische Meister-Gitarre,Gebraucht |,"CHF 4.392,73",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226823247596?_skw=gitarre&itmmeta=01K7XTE2NKACFNYXKZVDDSF5WP&hash=item34cfb816ec:g:TP4AAOSwqvxoU9Pl&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cBffJyLLETDutWQ%2B012KcCctiRr5Vvf87EsplrK1Ez8g9%2Bx2cFe%2Fv1uBFJwTbaHGXWMq%2F92sMWJoUo0MuNFo3%2Fu5Il%2BBVNfZjVvcX5P6CegqbfRp%2FUM3kf9ike7vvuBZiNr1Eu5Sf0iyjEJ8Rg4vR5GRhztHEzAvYf4Q8vKAGc1%2B8e%2FjEraI7lOig9YN5cBH%2Bf1iEPySjiJoz0s330UN1Ex4xGSM5ns%2FPNgbpxvGMFD1i6BL63uD95XXyT0QXCVaY%3D%7Ctkp%3ABk9SR6SruLq_Zg
