titel,aktualitaet,preis,land,versand,link
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Juan Pages 1813 Romantikgitarre - Pre Antonio de Torres (Fächerbeleistun)+ Video,Gebraucht |,"CHF 6.386,70",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226320856728?_skw=gitarre&itmmeta=01K7XRRD2JKFNG4EXCJ0V65A3B&hash=item34b1c63698:g:yRYAAOSw3XFm0BoR&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d6qpdXRCzllZshiWHYhaLWXiqRxZJ8znxIY62bTDRpk3veqwYZuVhLrYPeoLcdtsSSV%2Bi45QFJv2gSH8CViYIum5UAHBavpNYrthlKP3FAOYW3mfm%2F6oPLZWHEoU9xhjXrMr2zfiob5PMUP%2F78T4A92KWKDHRcnakuQ7yFJW8%2FWpy510mTWviNHXj%2BWrh69Crbw2Zj%2BUi2fXrJPM%2F3ILMh9oEfL3UOrIJQXxwJ%2BMd6BkGwNz8y755RICq7JnpPZvH2X3Nwcq%2F0Y7HfZZDkqAksI86JceXrt0vKcvuJC3EJvA%3D%3D%7Ctkp%3ABk9SR_bR4bi_Zg
LA MANCHA Rubi SMX Exotic Konzert-Gitarre 4/4,Brandneu |,"CHF 368,91",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/376569859769?_skw=gitarre&itmmeta=01K7XRRD2JKTX49T3DS3F216HY&hash=item57ad500eb9:i:376569859769&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dt9KPdvCsvF9SqgTTE2qW%2BehfhbsxM8OQDaGRHt6CWWc2HROptwYtKtlIPwaOtUmuDNHqGWi12TLEYD%2BV22MAgnF03ba6dcqnd9%2BDT1%2BtJb4wwIJdDe1Ntm4IpoDYt4TmwsfTtIeYd93ktVnKvIIBjm9P3XhbxCKKz2NdGUqL5ORDzpvKEITWVQoLLiZLdF6vsSJxIHFTaK191AiJC%2FfyzYepaF4RIdOD6CLbU%2Fbm3rWnhPU9mAYi3jVOzlquTO0P0U8zuoWrc3uUgWrb%2Bv7oL%7Ctkp%3ABk9SR_bR4bi_Zg
"Klassische Konzertgitarre, Handgemacht, Palisander/Fichte, Thibault Jaberg 2017",Refurbished |,"CHF 1.081,00",,,https://www.ebay.ch/itm/405862722473?_skw=gitarre&itmmeta=01K7XRRD2J4JCHFJRBVWHS0A7X&hash=item5e7f4daba9:g:sCwAAOSwuF1oI3Cb&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cjQgJmlB%2BJ14upaptopHtoNc%2FXGnLXAb2fIoG1W2SV9OljTIdWAPgv%2Bt5OgkL0di6xbzR8QQEKzuZGQsyQFmtkTXvYtKrCPYRYnYp3JcE28XBVDifmsJ2TmSpPa%2FgXC8R5JDtNzW39ng61nDyz2gqQUDLjd%2BDe5EqccT2M70j%2BysdV0D04OdiibTMeYSYAPi7QSw2JdOEj39L%2FM3tHZwpa2gM%2FdVdVeG2znENME3sSVCU7ukGLRlnSxvND1Sj1y7w%3D%7Ctkp%3ABk9SR_bR4bi_Zg
Jose Ramirez 1927 Klassische Gitarre aus der Zeit von Ramirez II + Video!,Gebraucht |,"CHF 4.147,85",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226975729864?_skw=gitarre&itmmeta=01K7XRRD2JSN8W7C9Y45YFZGGX&hash=item34d8cec8c8:g:l2YAAeSw7HloyCE6&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cH7pnOJTNQcxUkekmAZGce%2B784WhDNYTl%2F393eZaKpSmprwCX1WSjy2a1BWUxESwxJc54523OdHdGrKMJGYc1Gxyx11b2TsyZn8aVK%2FmFHdGa5x9MKgg4qxTQX39m%2FlPWmaF4MKfDNJz%2FPQZ2U9zpaNhQiqRMwyKJCGlyjZHIIepYeSPrCLD7K5WWnbaDicNoawK5UTadL%2FS3wkEzgcIYViMfprPuDC94cy%2BnfeUvFpzJYEbe3OL1QlDdCyEETIuI%2BJ8tq%2FZXdWxBr14sY0eEOnd6zaB3d0ksfnBEWU2xHAA%3D%3D%7Ctkp%3ABk9SR_bR4bi_Zg
1/12 Skala Puppenhaus Miniatur Holz Gitarre Modell Display Ornament,Brandneu |,"CHF 6,53",aus China,"+CHF 2,00 Versand",https://www.ebay.ch/itm/376574192633?_skw=gitarre&itmmeta=01K7XRRD2KKB5JP3WJ2MTAV9TS&hash=item57ad922bf9:g:d3gAAeSwud1o1MS4&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eVG%2BiU6mXg6AI%2F8leiFLUVwyv7Uu4ocZyF5M85j%2FSopbGc0wwr2P7OZUn303WJNB%2F24PBoJ1CMlroaKCfhTTwsdeQj8CtFmy84WMh03Sgj3KVz2cWNZq61xTdoWLI1FHYlc2BJogV7dI8m7oo2UQdnSi5WXnUB3YNFfo9Dbc%2B4AzugMVDhZofnL362FZEh6OV09NivGrG4ICcQQGYg5hDxkLA9hS7A6jzG%2BmSgYW1%2FAg%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
7SG Professional Set Klassik Gitarre 7-saitig,Brandneu |,"CHF 25,42",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/127196334171?_skw=gitarre&itmmeta=01K7XRRD2KNWH5JBHS3B1QPP9F&hash=item1d9d7e085b:g:G6EAAOSwiI1oWr1U&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fTYLJ2mg%2F%2Blr1KaUhqkmERf30c8b1YRxG83mW9R5VLDGQ8PfURkOJ35BkrJKjryhgUheinK1iyqi16njZpYB2o%2BfV0VfwCloGmGvw2fLt3nj%2BDpmn3qOJy9jfWDMo0I34XAFIaI5HomgjMosf07lLbEl1%2F01kyLTI%2BEqFxU7emN2dTFHEHhMGH%2FejGlSaNWfBJzV2N61QE7TH6vM%2F%2BHFCLlLrRc5XnGl%2FSEe6nLvPJo%2BEP3Yzd123zNUGRjRBhUjY93lF4W%2BDUQdgnuowt5WAPDHSBDL3a2FWV7gsbOo1mmQ%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
TIGER Klassische Gitarre MA-CG08 1/2 Größe Rot Klassikgitarre - Bunte Spanisc...,Brandneu |,"CHF 142,91",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/135866040721?_skw=gitarre&itmmeta=01K7XRRD2KN8EV9NC0WZ186QT5&hash=item1fa23f4191:g:VtkAAOSw-9ZoNEFX&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1efzu9PpGu8M4I2dG7uRfb%2Fqce0j3tMdpM5hT60qvYHrv0iaDTDfAzueb3JMm6dchUa8sx%2FREBocfL%2BoFi7fp9fj58de7h%2Fz%2B3wHsw7q68PNyrHNrYXI2EmCuoNyE42kjuNJc4%2BLXvzRe2L2PsqqinjG0icD0htenlSLju73gPm1A%2B%2B7iLtS4HDrygAtzm5QZ5x9g8oZrr23NL33bBNtHtvDuNzxYKr9a%2BTn11LNlfLp8PaguFxeo%2F1Nm2GrRgMBEE%3D%7Ctkp%3ABk9SR_jR4bi_Zg
"Hannabach Konzertgitarre Goldin Medium/High Tension, 725",Brandneu |,"CHF 55,73",aus Vereinigte Staaten von Amerika,"+CHF 14,43 Versand",https://www.ebay.ch/itm/156491134414?_skw=gitarre&itmmeta=01K7XRRD2K2VAXPE4R2GZC98DD&hash=item246f9935ce:g:dK0AAOSwJ2NnJPLl&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fuRjyK5pXk8OBFX%2Fex%2F4Ae3q%2BYt%2BBq1OBFEoudzTKkReok1SjYFnyFx6kr%2BkCKpXL7rEedpJSdb1kJYAiZhPR%2Fw1uPJgk0nrQEt8lWa9kSvPxtgYxsBf5Q6w2hetZJ6yL4lxE%2F%2BQarVyeWYIp2HhM7li5vK0q4sf9po7HIt2qSSJvLLT%2FWxSCDnjAf9qo9AzzDwxFlQDLmucEeFtS%2B5CC21Gdjj3kfHU8tQaqoK07o%2FbjF6%2Fx%2B%2FR92GdZ8NCEEzBeq5zhB%2F%2B7OsYGqhja0r53S%7Ctkp%3ABk9SR_jR4bi_Zg
Jose Ramirez 1a 1966 M.M.- klassische Meistergitarre Andres Segovia Stil + Video,Gebraucht |,"CHF 7.885,92",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226217935506?_skw=gitarre&itmmeta=01K7XRRD2KTP86MBSBD62FFJB4&hash=item34aba3c292:g:7J4AAOSwa9tmRKz6&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1c40wpKuRJLOEmLwsUa2zYlH5BFwBzRCIN%2BNDWjewfi%2Fw6okf44UYwIHgs0xpx8eI0J2H0Hp1ES%2FE6MBsiN94qVcR4pc7IZvyhx4qYRzGuaR4lg0Pi2a8XGut5Ftfp%2ByWqQbosyTSC6gh4oyA1ZYnaHk631Rctqb02ntiZKoz1nFUt7d%2B3PXy4JuCMmZO1bTcq0VOeJnLUo2w9C9P%2BrLz3dTuCJJlnC3qa4cORDC6lKcrwhpUkBrpOVI0YIZd5FVLk%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Konzertgitarre 4/4 Starter Set schwarz Tasche Tuner Plektren Buch mit CD,Brandneu |,"CHF 179,31",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/376270464994?_skw=gitarre&itmmeta=01K7XRRD2KZ79AC3MP0A8CWPKN&hash=item579b77a7e2:g:r50AAOSwHkVoL2DP&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f9yoKcpKGJWecsTeUQa1OkqbLTTFrzJ5cJ97ETCVFe99dGx90tnb6Usx9IAKhnLrhwuYF44IPkY8xP%2ByvF07AR2qpbkLcVcLZsGOB3VKLUvaLpdBMcPxs7aBkXUL%2FSIx9UGObVlEDYaTGJdH4fAL7O2%2BOM9bhl9%2BkLzEyBxTzrYB4F5gfPWuRG5vWin33OS%2BLsi3U3MDzHA2Lhg9DdDXvp%2BS%2Fhgrc8VOOM8lCPDFGklHOhywz%2BrLK5Q9bn9uR13Htsi5uuLPYaA8%2BgWLP5VHh3ugPnvH15ThixmShf%2F4BaIQ%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
YAMAHA C40 BL Konzert-Gitarre 4/4 schwarz,Brandneu |,"CHF 182,14",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/295881972496?_skw=gitarre&itmmeta=01K7XRRD2KS2WED4JCEYP709QT&hash=item44e3f09b10:g:QhQAAOSwYExk24ML&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fVb43YmGYXirvwCEQzW1jR%2Fv3MzJc72s%2FKFAPag60GwfOKyPqxJfqfUQGwzQbU34dkIJAXlBc3P2Sef3l%2BtN0ALT8pBCqYwkA%2BrbakB%2BIxlRAgem9e4xuT2QSLVAtKQ3Ej18fAPfVQPsQIuCL4DV6a110k5l2vCBOZqn8DwpawTcktHsAKEPSzVhaCjSY3Y8raypeQFq5SHPAE2IPxm8Vs05t1JvkRxCGdFmX8WuNVUA%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Alhambra 5P A incl.Gig Bag - Konzertgitarre,Brandneu |,"CHF 748,61",aus Polen,,https://www.ebay.ch/itm/145471727756?_skw=gitarre&itmmeta=01K7XRRD2K8F4K8HC67HN9RB8J&hash=item21deca688c:g:DRwAAOSw7-xlaQIR&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1f3gkEQT23jVP33W1GMwQBkJlFOKwA%2B5gPKwapymy8r3v1nIrAmftA1QM0K30%2BsX0J9wEkE%2FLhedt1N9n4xjGrNr6zVTbVw3j0Ff2Em5pQbDSdG%2FUNFQFtwBagCOI3SM%2F6oMkBW5k44UGkeLh3gMqet3Cn%2FgPfJ48IioHHu%2FAuiPDtyhlmcVj8GWLBWCiyJ7A6Qfx8xSTKiIcG9FkZ%2BtDk0VaSWVxukomOmE8ryOmcIPBL9kn6z3T845vEC3WdKKW4%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Alhambra 10 Premier - Klassikgitarre 4/4 incl.gigbag + Savarez saiten,Brandneu |,"CHF 1.678,13",aus Polen,,https://www.ebay.ch/itm/144407390791?_skw=gitarre&itmmeta=01K7XRRD2KMVXKCP4RPST64SKS&hash=item219f59ea47:g:6yMAAOSwaLhiBWpn&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ccaHTCaPcuxqKzdEsW67GQDTaoAu%2BIgAKLebOo17yEFEUQE70x8v34evLKOMZy3H%2FvOODkhWgdFqVBF5SZbPvX8cAQlgNTWqDUmFvO9ERZI6P0X64hWOmZcjqCwPR2XomifMZu6wPjQD%2F9V1PH7BOPQDAOCZzDcUTSvXNnH2dNv6UjMt6VUnkvlbpdG2lE8iXnkOH%2Fz7zhbsrxm6iX9UWBRymjdl7qeRViW8qFurdlkUqEhLgFZDRFsR%2F4TpBYpcnVd3vOjXIg1nYtxJxA89qXAlOgj9EDZa46oSPIUwTLbA%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
EKO CS-5 Natürliche + Bag Tribute Klassische Gitarre 3/4 Natur,Brandneu |,"CHF 57,52",aus Italien,"+CHF 27,99 Versand",https://www.ebay.ch/itm/357035663055?_skw=gitarre&itmmeta=01K7XRRD2KJKKRJ6AVVJYSJ79G&hash=item5320fbdecf:g:I1AAAOSwS-hoQFQt&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1e3GaPV2abYRBQ83FootchxhU4KaWhDUzBUcABxLUYVZNCyquGGKXcSWyMJ4dfqgiGtC6Pu1uTuI80HIZKcrEuFWB8L1qeGW26xrrGgG8A0fyfC%2BYhAJliwgL%2Bt6mQDj%2Fnvq6wAsUvTv6Bap1WDIhbZWNVOj1wWnVtrqco9luaAnnsTVxFqbZFlKFzNvdk0J%2F4fl988YwIzuPQsV%2FK%2FcPT6NI4DBfI63cpPnBDhXj6JYuNCcxoroNoFxN%2BLCU%2FVpJc%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Graciliano Perez 2011 Flamenco Gitarre – beeindruckender Sound + Video,Gebraucht |,"CHF 3.488,20",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226975902732?_skw=gitarre&itmmeta=01K7XRRD2KC705GS2K6DVR8JYH&hash=item34d8d16c0c:g:LxIAAeSwJHVoyDuK&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fGtjIl6hKdy64awNEDXZauXyiM3vrQ%2FTn%2Fy0L0qXUbMNcZtIO%2FgvKW73P%2Bwyy3VlcjWbisD%2BmFEt5wIzUGVwM3xly1R%2FCOFIHCbT3%2FXZy43E2Po2HrJHWTi%2BjCON%2FWf8GHkLk%2FztUDi%2FphuTvp9u3%2B8zmh23U1hp%2B%2FfBTgeLuS1BxZUs7LqmpkD5jgK0L1KaAFhMAidm0AK7k3qRug46Wm6bIkcHsWOp%2BTif%2FEyHMtMh%2FYZjRi1esjqZVvnmrKyeLLsfXAo3ev%2F8iDZJM6tXlBB7DtVR5gK69SkAZTfTxLbg%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Full Size 4/4 Klassische Gitarre Mit Spanischen Nylonsaiten Einsteigerpaket –...,Brandneu |,"CHF 92,58",aus Deutschland,"+CHF 19,98 Versand",https://www.ebay.ch/itm/127199650785?_skw=gitarre&itmmeta=01K7XRRD2KXD4YYYYR7NN7MPEJ&hash=item1d9db0a3e1:g:SMUAAOSw539oXU5u&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dNicANIE5fhWbwPvsV061sB7pVxbBiStD%2BE3y6xLunhwHNqZUZCrv%2BX5q8HWy3tokjfFo75CDZ3rnn5dUyRyMl8UiqYrkgSwPhUx3GXKdqVnKTvfZaYW9HIHHr1Q7Qna5JneJdFwq9bX8vqBirnLeEZ5KuVwqtbzGrp%2FzSkgXBDFVJ8UfSJ75HizJkP0GJWSizoQQnxDfpEHYcmlrH8gazCeAJsDiLg5KSD8Xj1g4ninP4GAoPCMJwElOpeNdr7Bo%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Gitarren Capo Spring Trigger Elektrische Akustik-Ukulele Schnellwechselklemme,Brandneu |,"CHF 7,33",aus China,"+CHF 2,00 Versand",https://www.ebay.ch/itm/177148650737?_skw=gitarre&itmmeta=01K7XRRD2KAWCS5MVQJJ0JGKZP&hash=item293ee1e4f1:g:xa0AAOSwY4ZoPUt9&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQ1W3nRO7yWF7e5vw5Qxdm8RYHf6WdTrfS%2Fu3kF4%2BqSzHwp2%2Fl7iBReQSDW5GO4RC7GRp9kuLWkugtHhTXQ26BwTU2%2Bsvf2KBaHg4n9GOKDqrB4KoyZdUr9sYibXll9bfDIzjc3Ljt7iI6sYuvYwXFvFHSbDEWz0mdQTNMUdhMf8REd%2FJLdfA2K5iN534LtiqgMb32AEFYdFc0%2FuC6N6Te49Vo25qklIurlg6kSU4LGQ%3D%3D%7Ctkp%3ABk9SR_jR4bi_Zg
Pedro Maldonado 1963 - traditionell gebaute Flamenco Meistergitarre + Video!,Gebraucht |,"CHF 3.688,09",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226844992617?_skw=gitarre&itmmeta=01K7XRRD2KDF10M54675V6Q9R2&hash=item34d103e469:g:QS0AAeSwpsxoZQ-n&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cJ3IUYiZypjrVw4WnKVVNux5fxXyhsw1JQ9V9HSFCXb9j1MlkOA4CiZNgGtFeFuPUvKTOhITWA9WTW8NtrhRp8soE0%2FL7IFj2fK0rAZVFw5EzdLaeYBFz2PTiFFGnCeeH1Ao%2BkCLmdcedR82bvvB8uZR3o3ZV2JODThs74%2BdCkUadO5quSK2Zg4t49N05rcSfTju1wtZ4z4nNjNOu%2BNX3TGNkutKtw9Mt%2BMODseJNOxQIf4tguG7TmlcjRjrR8RCKSw1vQqrJujSVhE3V7l6mewwuR3wRcssAKHVbf1gUfXA%3D%3D%7Ctkp%3ABk9SR_rR4bi_Zg
Pedro Fernández Luque 2024 Negra Flamenco Meister-Gitarre aus Spanien + Video!,Gebraucht |,"CHF 2.448,73",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226975193154?_skw=gitarre&itmmeta=01K7XRRD2K835DR52D5G4KWWFA&hash=item34d8c69842:g:~BUAAeSw58Rox9Lr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dVoMjgUqbAeesWhMPF%2BBlLW4dcQL%2FvPXzurbXbgtqK0Rk4DHX9QcieTSlr9IfqpQAetYVFhcI6aW4pTnEfLn4385PJ%2Fmeks9Y%2F1HEEEpKE5zvFfrLOk%2BGkIo1bkDHh48qMARziTLj5j1U7JCIwCuXKMP9v35f9wWpHPa3rWRyqLnG4J4WtLyDtoFqNcAUA5QLdwX8JuvHqmzkl0Mhs2TrMu5YzEMJDqYgwcSOqcArlRkU%2FzeXEt%2BU8HVcXdopuZyj0hlgDZB%2FYHgD3mOSUG%2FmO%2BJ3qjwzy9dk%2BUV4mhzlBrQ%3D%3D%7Ctkp%3ABk9SR_rR4bi_Zg
LA MANCHA Granito 32 NT Konzert-Gitarre 4/4,Brandneu |,"CHF 147,01",aus Deutschland,"+CHF 32,36 Versand",https://www.ebay.ch/itm/303564934837?_skw=gitarre&itmmeta=01K7XRRD2KBVT24Y46B29QYQE6&hash=item46ade14eb5:g:Yi0AAOSwALtafH7w&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1drbpKmzUMbKTWMMblaX27poBUOQBu1R8g6Pn51dkAQQ4V1jbZZJFLZ4u4ViblX0Ga8BXE5GbpVKdFYQk4ONHR0oZZaAaPh%2Fsvmsb6gIeMsqIYsIQZJ2sw0XVxtXfz7bVMSHZjVUhTAk49AJkKWBKkyesqk%2Bcm4j2GwdqZ6satu3pRxUFVmhxTVpRZ5Ozh8lghmWOlJo%2BMcW6ZDnmKTbynUqIbSv1fYm3fM8UwZ23XHN1gOkntMhF414mh12BCTYZ%2FcCROnm8UwSTbafDRqw8TZ%7Ctkp%3ABk9SR_rR4bi_Zg
Salvador CS-244 | Klassische Gitarre 4/4 Satinierte Natur,Brandneu |,"CHF 146,23",aus Italien,"+CHF 27,99 Versand",https://www.ebay.ch/itm/357035663040?_skw=gitarre&itmmeta=01K7XRRD2KF4Q6JWVYPND9BC6X&hash=item5320fbdec0:g:mtAAAOSwNhJoQFu9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cGtEuLBHb0let0CNRm7cTYA0YitSmudgqmwGHxkyKQQFX9FT6BasXK5vwc5cXF8oE%2BCOf1ouwpyNp%2BwQaRnYf%2BrGoaAKoNEXJXCyoALb7Bn1KmsD2SB6etIbbn%2F8se5rZmEytzpMUnb4U7loUW%2Bi24IeLpVZhyDfneFhu3%2Bp79NAMMAdx%2BtQry7ZRl--4cU98tB93EVTEzm5Fwp84buvhILKjg%2BRyibcwwEyJSP7Cp997az4PdWePU6XjKr%2B9l0S8%3D%7Ctkp%3ABk9SR_rR4bi_Zg
"SCL70 Klassische Gitarre mit Fichtendecke und aktivem Preamp, matt, Naturfarbe",Brandneu |,"CHF 164,58",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/224934320379?_skw=gitarre&itmmeta=01K7XRRD2KEEYVS0YWT8ERHSB5&hash=item345f2158fb:g:r1MAAeSwEP1o75yo&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dV8VT8KHC5JcCZd%2FgikK9iNLADoNkP8TApSAXWHLPUniJKMJf0A3UNH1eEay2ukg7Pi5dEdxKa8Q9b7iNUIIMJ8VIcjbcKMWCD14BfwsBO4aROvz33RGTy0dhDU1iv6eNc1SfywsPKAFuIs%2F2MIZl9IFpYVyz%2B1UnIJA5q5ScwjPeisiE%2ByoURC34ma%2Ffm5pxya4KFwQOAQ9Uiew0LfyJdE24NjEQctJXQd8J8h7%2FcwV8W9kZ5R4NXFbyYxnEnIr0%3D%7Ctkp%3ABk9SR_rR4bi_Zg
TENSON CLASSICAL ACOUSTIC,Gebraucht |,"CHF 43,98",aus Deutschland,"+CHF 79,96 Versand",https://www.ebay.ch/itm/127416993154?_skw=gitarre&itmmeta=01K7XRRD2KCCPTYQQ939K3C71N&hash=item1daaa50582:g:tMsAAOSwLDdmvtiE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1efmQKbS1A5FaAK5Kk5AxDLrssosgBy7bey5b6qsGHdhrrbSaLMY%2BUnwbzFbjBAILKHlbEy%2B8jsU9Nxf9LNcnaQrny5bnozqQLI7vEsikjwGuiT0cCzmOWL5wyBrWoYYiHztwWP5iG%2FoIHihcQ6xoYHgcZfogKOLXO7MI59w9Rq1%2BX%2BHb2ZUqYfWFIg9UDLOAdudUH7janfSA6BHzs4RSIvHckv7aAyMkwrlJNOlEguUhvE%2FSG2jRKDeBwn9JOY3bdD0AsQuC8fsoDQKbtgcQ1B%7Ctkp%3ABk9SR_rR4bi_Zg
"Eladio (Gerundino) Fernandez 1989 ""negra"" - Flamenco Meitser-Gitarre + Video",Gebraucht |,"CHF 2.688,61",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/225782963470?_skw=gitarre&itmmeta=01K7XRRD2K0YNW8VRD1X0826GA&hash=item3491b69d0e:g:gsEAAOSwarVlC~2x&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fGI2k4CfoEsW59Y5dtka7o99axNUI1X6%2FCW%2F3xga6xCaFlSd%2Fh18CO5ciqGlgli0TIuuPjOGXGRWUy1DJNAIvWTq0Kq9jyfmglgKk%2BACLTmScbb4DVlcrz1bSg3acXaRijfk9AQjqMImxtnMNhWLSuiBUl%2BdSinc6ohe5GG9BDHmMHJxEPBVgWR5%2F2R0zXq1PzrebLylfoAOcdBT4TCiSO1kYN5G99ThYpXax8kvm3KeE74eqTFTe8YJWLURxvvEeGHB9aMZq%2FiENe6giayAcudN88d6IrTYPQOEL7xylIeg%3D%3D%7Ctkp%3ABk9SR_rR4bi_Zg
"1/2 klassische Gitarre, Linde",Brandneu |,"CHF 57,07",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/224936048682?_skw=gitarre&itmmeta=01K7XRRD2KAFRSDET8XPJV04QN&hash=item345f3bb82a:g:lgcAAeSwdCto76GT&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c4PTGuqOLY1iLVLRz8GBump8l5MEgFHRi8L0KDRVaJn0VyJ4zY09Wet2DgTyLFCk88%2FyjCDfb5x4eCjN3HXJIJs3Q%2Fj1%2B%2FNsEngDuq8PlPcXOHnQlQGHC2XdZKPGjmsdg1oClNAI70hBQferlGglsxTaeOEgBj8d91EW3rM8%2Bd--hRg4FeNxsaYE1PBGOIXW1%2FcbHU%2BfQpr6n04tXX9EQ3tx7RhZHN%2BiLr3Ue7%2BARInuJaHW74nOTST6TEZUTRzw9cvFaYgKzLDr6S97Wlg84r%7Ctkp%3ABk9SR_rR4bi_Zg
Miguel Garcia Cabezas 2005 - Flamenco Meister-Gitarre - sehr voluminös + Video,Gebraucht |,"CHF 3.448,22",aus Deutschland,"+CHF 49,97 Versand",https://www.ebay.ch/itm/226363213902?_skw=gitarre&itmmeta=01K7XRRD2KGMTC845D7YA55PGV&hash=item34b44c884e:g:NJsAAOSw9w1m7mzr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dQpHGZD1S190vZjEkUDVQrhj%2BjMCUFxvaXfuuvfnMv7QOJDGZNJCaMQjYbjs4DLxaYeETm07ogR6A1D6hDGTvVjVWmLL8T7%2BPKfrRdd78boNQkQjx%2FeO63RJlovZsWB2wWL86eaeY%2Fr6rLkVbO%2B7hNbN1%2F0kSPTOTc2AkzJtyqkhHq8SjeV9ceOQhumfPG%2B9fc9eM5pnMI1pOG5qTJzqrHE5opzow%2FjpPM7HuafIHnGrRZdeRyrvu9wfgznQHo5cFqY2iutkixgHOHv9xDdNfDVfr%2FV7HLD0W7mGU76l0p0g%3D%3D%7Ctkp%3ABk9SR_rR4bi_Zg
